engine_id,n_cycles,true_rul,pred_rul,final_abs_error
1,31,112.0,155.07015220807807,43.07015220807807
2,49,98.0,113.46226921407015,15.462269214070147
3,126,69.0,78.57893877335937,9.578938773359368
4,106,82.0,82.12214156830578,0.12214156830577849
5,98,91.0,105.54757244551092,14.547572445510923
6,105,93.0,120.23394189590908,27.233941895909084
7,160,91.0,131.5402769257389,40.54027692573891
8,166,95.0,87.69954369667994,7.300456303320061
9,55,111.0,113.26950642030988,2.269506420309881
10,192,96.0,117.73309190768032,21.73309190768032
11,83,97.0,86.127940656178,10.872059343822002
12,217,124.0,112.2258083954257,11.774191604574298
13,195,95.0,100.52520198606726,5.525201986067259
14,46,107.0,100.94495520267355,6.055044797326445
15,76,83.0,162.864912812468,79.86491281246799
16,113,84.0,140.04881318798016,56.04881318798016
17,165,50.0,91.25142813170078,41.25142813170078
18,133,28.0,67.45357389799119,39.45357389799119
19,135,87.0,118.10730768748817,31.107307687488174
20,184,16.0,14.19856654457817,1.8014334554218294
21,148,57.0,133.9179498844469,76.9179498844469
22,39,111.0,140.0983346555422,29.098334655542203
23,130,113.0,149.42013401742497,36.42013401742497
24,186,20.0,73.39151597709042,53.39151597709042
25,48,145.0,130.09358528565008,14.906414714349921
26,76,119.0,150.5000826465939,31.50008264659391
27,140,66.0,120.17446193379601,54.17446193379601
28,158,97.0,107.58887468417288,10.588874684172879
29,171,90.0,131.02107350281767,41.02107350281767
30,143,115.0,92.03819610876508,22.961803891234922
31,196,8.0,23.63725307891309,15.63725307891309
32,145,48.0,120.78705437397821,72.78705437397821
33,50,106.0,109.74263917634926,3.7426391763492575
34,203,7.0,-11.315101251095257,18.315101251095257
35,198,11.0,3.5388369907632296,7.4611630092367704
36,126,19.0,30.058483646480454,11.058483646480454
37,121,21.0,65.47459529254593,44.47459529254593
38,125,50.0,83.70231259156844,33.70231259156844
39,37,142.0,159.50853407727936,17.508534077279364
40,133,28.0,28.597461867916536,0.597461867916536
41,123,18.0,74.49068996126607,56.49068996126607
42,156,10.0,19.024236653259322,9.024236653259322
43,172,59.0,73.50777964971621,14.507779649716213
44,54,109.0,118.34019721964614,9.340197219646143
45,152,114.0,80.99006172643294,33.00993827356706
46,146,47.0,73.24490702207186,26.244907022071857
47,73,135.0,117.69185091809413,17.308149081905867
48,78,92.0,112.08243689587198,20.08243689587198
49,303,21.0,3.946644794134045,17.053355205865955
50,74,79.0,129.61513655490216,50.615136554902165
51,144,114.0,111.80891164420336,2.191088355796637
52,189,29.0,70.48706128649701,41.48706128649701
53,164,26.0,56.0998749760156,30.0998749760156
54,121,97.0,170.79355098035103,73.79355098035103
55,113,137.0,138.7672307799421,1.7672307799421105
56,136,15.0,19.641133093008648,4.641133093008648
57,160,103.0,97.8059612243278,5.1940387756721975
58,176,37.0,58.58417632952569,21.58417632952569
59,94,114.0,171.5430724349053,57.5430724349053
60,147,100.0,109.70791307673244,9.707913076732439
61,159,21.0,45.87576126785916,24.87576126785916
62,232,54.0,96.18782234371156,42.18782234371156
63,155,72.0,77.28100797959178,5.281007979591777
64,168,28.0,56.25426160004008,28.25426160004008
65,71,128.0,175.62155786225867,47.62155786225867
66,147,14.0,22.127869725339224,8.127869725339224
67,71,77.0,138.03975672823162,61.03975672823162
68,187,8.0,18.15108451071046,10.151084510710461
69,54,121.0,122.75954627618103,1.7595462761810268
70,152,94.0,101.8749736673517,7.874973667351696
71,68,118.0,146.63088063374653,28.63088063374653
72,131,50.0,100.49697267019565,50.496972670195646
73,112,131.0,158.69350222689718,27.69350222689718
74,137,126.0,103.15547838528164,22.84452161471836
75,88,113.0,145.7905124269464,32.79051242694641
76,205,10.0,10.27209378047246,0.2720937804724599
77,162,34.0,52.466539920505966,18.466539920505966
78,72,107.0,191.0339988550304,84.0339988550304
79,101,63.0,105.96823155713719,42.96823155713719
80,133,90.0,95.98956138626545,5.98956138626545
81,213,8.0,-3.299718412798029,11.299718412798029
82,162,9.0,-0.3050743144713124,9.305074314471312
83,73,137.0,126.16896944488599,10.831030555114012
84,172,58.0,67.68555614125853,9.68555614125853
85,34,118.0,110.74668364810168,7.25331635189832
86,110,89.0,111.20507323911988,22.205073239119884
87,56,116.0,150.67855880287698,34.67855880287698
88,68,115.0,123.8035839233753,8.8035839233753
89,177,136.0,102.54072769535196,33.45927230464804
90,146,28.0,53.99562898632121,25.995628986321208
91,234,38.0,33.28478819733846,4.715211802661543
92,150,20.0,25.533211352873877,5.533211352873877
93,244,85.0,69.35206429980553,15.647935700194466
94,133,55.0,63.63334284614666,8.633342846146661
95,89,128.0,141.13495377068375,13.134953770683751
96,97,137.0,170.629421867553,33.62942186755299
97,134,82.0,109.45563792362009,27.45563792362009
98,121,59.0,92.56055361532253,33.56055361532253
99,97,117.0,170.38227643756636,53.38227643756636
100,198,20.0,37.65078266407636,17.65078266407636
