strategy,engine_id,n_cycles,true_rul,final_rul_median,final_abs_error,trajectory_rmse
pmmh_pooled,1,31,112.0,226.5,114.5,173.6411065127372
pmmh_pooled,2,49,98.0,133.0,35.0,126.8755215129525
pmmh_pooled,3,126,69.0,70.0,1.0,54.64332399427086
pmmh_pooled,4,106,82.0,93.0,11.0,63.35520559095123
pmmh_pooled,5,98,91.0,102.0,11.0,63.31446863691988
pmmh_pooled,6,105,93.0,113.0,20.0,59.12218985569913
pmmh_pooled,7,160,91.0,174.0,83.0,64.22162554389293
pmmh_pooled,8,166,95.0,96.0,1.0,42.74662672522292
pmmh_pooled,9,55,111.0,123.0,12.0,98.29517235902742
pmmh_pooled,10,192,96.0,129.0,33.0,33.05456347717614
pmmh_pooled,11,83,97.0,83.0,14.0,66.63490709360593
pmmh_pooled,12,217,124.0,154.0,30.0,30.790300854783972
pmmh_pooled,13,195,95.0,133.0,38.0,29.653382217262788
pmmh_pooled,14,46,107.0,128.0,21.0,122.35541600634994
pmmh_pooled,15,76,83.0,173.5,90.5,121.22323361641965
pmmh_pooled,16,113,84.0,178.0,94.0,94.03939110631256
pmmh_pooled,17,165,50.0,107.0,57.0,77.44214849574077
pmmh_pooled,18,133,28.0,94.0,66.0,116.4826215699988
pmmh_pooled,19,135,87.0,160.0,73.0,73.80332974521869
pmmh_pooled,20,184,16.0,23.5,7.5,59.92162000044943
pmmh_pooled,21,148,57.0,163.0,106.0,98.75159937124248
pmmh_pooled,22,39,111.0,163.0,52.0,133.34628142258325
pmmh_pooled,23,130,113.0,198.0,85.0,74.74182486811105
pmmh_pooled,24,186,20.0,81.0,61.0,104.16902362924867
pmmh_pooled,25,48,145.0,167.0,22.0,94.84746526221281
pmmh_pooled,26,76,119.0,183.0,64.0,91.91298445011083
pmmh_pooled,27,140,66.0,145.0,79.0,93.10141359982518
pmmh_pooled,28,158,97.0,110.5,13.5,39.359367501607316
pmmh_pooled,29,171,90.0,136.0,46.0,35.56143271967573
pmmh_pooled,30,143,115.0,87.0,28.0,56.73966743064203
pmmh_pooled,31,196,8.0,13.0,5.0,64.63902908949557
pmmh_pooled,32,145,48.0,141.0,93.0,120.44586707957947
pmmh_pooled,33,50,106.0,112.5,6.5,110.68570368389949
pmmh_pooled,34,203,7.0,18.0,11.0,93.73140538090637
pmmh_pooled,35,198,11.0,4.0,7.0,41.17255509352429
pmmh_pooled,36,126,19.0,24.0,5.0,75.09886341160087
pmmh_pooled,37,121,21.0,86.0,65.0,136.37990812008553
pmmh_pooled,38,125,50.0,62.0,12.0,60.5
pmmh_pooled,39,37,142.0,229.0,87.0,134.86750254691916
pmmh_pooled,40,133,28.0,32.0,4.0,62.58470951168228
pmmh_pooled,41,123,18.0,86.0,68.0,140.81489752811547
pmmh_pooled,42,156,10.0,43.0,33.0,115.86893706651095
pmmh_pooled,43,172,59.0,89.0,30.0,39.68031774417979
pmmh_pooled,44,54,109.0,141.0,32.0,111.85359561432011
pmmh_pooled,45,152,114.0,78.5,35.5,60.542231889031505
pmmh_pooled,46,146,47.0,70.0,23.0,54.62828937464544
pmmh_pooled,47,73,135.0,97.0,38.0,67.57535114368093
pmmh_pooled,48,78,92.0,129.0,37.0,89.01134327022163
pmmh_pooled,49,303,21.0,26.0,5.0,28.234753764324086
pmmh_pooled,50,74,79.0,164.0,85.0,128.70663793545634
pmmh_pooled,51,144,114.0,118.0,4.0,38.4214340859659
pmmh_pooled,52,189,29.0,105.0,76.0,116.0934500884488
pmmh_pooled,53,164,26.0,78.0,52.0,78.94488081767604
pmmh_pooled,54,121,97.0,209.0,112.0,112.64157299568463
pmmh_pooled,55,113,137.0,166.0,29.0,37.952841021363874
pmmh_pooled,56,136,15.0,12.0,3.0,67.20120414274803
pmmh_pooled,57,160,103.0,93.0,10.0,45.991541341859815
pmmh_pooled,58,176,37.0,68.0,31.0,56.86018788140865
pmmh_pooled,59,94,114.0,200.0,86.0,99.14730873698606
pmmh_pooled,60,147,100.0,110.0,10.0,40.1070421488792
pmmh_pooled,61,159,21.0,65.0,44.0,101.61957358623907
pmmh_pooled,62,232,54.0,109.0,55.0,62.03214544867457
pmmh_pooled,63,155,72.0,83.0,11.0,41.64014424690704
pmmh_pooled,64,168,28.0,54.0,26.0,63.24845894979426
pmmh_pooled,65,71,128.0,234.0,106.0,119.6124316399299
pmmh_pooled,66,147,14.0,35.0,21.0,68.60190295054048
pmmh_pooled,67,71,77.0,165.0,88.0,126.22841469358767
pmmh_pooled,68,187,8.0,15.0,7.0,65.33358456970866
pmmh_pooled,69,54,121.0,150.5,29.5,104.43414547331128
pmmh_pooled,70,152,94.0,103.0,9.0,35.32853327210026
pmmh_pooled,71,68,118.0,183.5,65.5,105.70909026524579
pmmh_pooled,72,131,50.0,126.5,76.5,96.61666799445706
pmmh_pooled,73,112,131.0,180.0,49.0,55.94376960075945
pmmh_pooled,74,137,126.0,109.0,17.0,49.65361771134926
pmmh_pooled,75,88,113.0,152.0,39.0,71.86506848380385
pmmh_pooled,76,205,10.0,15.0,5.0,77.24367524822766
pmmh_pooled,77,162,34.0,68.0,34.0,71.01845091502891
pmmh_pooled,78,72,107.0,257.0,150.0,152.27955378185214
pmmh_pooled,79,101,63.0,136.0,73.0,104.38631363951659
pmmh_pooled,80,133,90.0,113.0,23.0,45.115890870319255
pmmh_pooled,81,213,8.0,5.0,3.0,47.55268884051081
pmmh_pooled,82,162,9.0,28.0,19.0,84.4043490336989
pmmh_pooled,83,73,137.0,159.0,22.0,71.18574968983687
pmmh_pooled,84,172,58.0,73.0,15.0,37.705117319709046
pmmh_pooled,85,34,118.0,152.0,34.0,137.94012447861743
pmmh_pooled,86,110,89.0,124.0,35.0,63.43910824204147
pmmh_pooled,87,56,116.0,210.5,94.5,131.68850218277547
pmmh_pooled,88,68,115.0,102.0,13.0,78.61213422277011
pmmh_pooled,89,177,136.0,111.5,24.5,77.6610318995712
pmmh_pooled,90,146,28.0,52.0,24.0,69.6721652917315
pmmh_pooled,91,234,38.0,20.0,18.0,65.79473876817697
pmmh_pooled,92,150,20.0,22.0,2.0,59.40079965791706
pmmh_pooled,93,244,85.0,44.5,40.5,103.72776277589237
pmmh_pooled,94,133,55.0,66.0,11.0,56.97110466646485
pmmh_pooled,95,89,128.0,157.5,29.5,67.12904728032453
pmmh_pooled,96,97,137.0,207.0,70.0,73.85575590576791
pmmh_pooled,97,134,82.0,160.0,78.0,73.43420245057638
pmmh_pooled,98,121,59.0,96.0,37.0,71.87931805210984
pmmh_pooled,99,97,117.0,226.0,109.0,109.96487255426747
pmmh_pooled,100,198,20.0,74.0,54.0,79.10073809817939
